id;name;rating;bedroom;bed;bath;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
38529955;Condo in Bangkok ;4.66 ;2;2;2;293876366;Yvan;;Sathon;13.71342;100.51943;Entire home/apt;2200;3;35;04-12-2023;0.71;3;328;14;
38807029;Condo in Khet Khlong Toei ;4.69 ;1;1;1;52161947;Noons;;Khlong Toei;13.7358;100.55694;Entire home/apt;2606;1;26;20-12-2022;0.50;131;362;0;
39099855;Rental unit in เขตราชเทวี ;4.91 ;2;2;2;133849226;Aidan;;Ratchathewi;13.75075;100.55479;Entire home/apt;4200;2;35;24-09-2020;0.68;57;168;0;
39100832;Condo in Khet Khlong Toei ;4.88 ;1;2;1;420188;Baker;;Khlong Toei;13.72434;100.5778;Entire home/apt;2200;3;56;12-10-2023;1.09;6;1;31;
38531574;Home in Bueng Kum ;0;1;1;1;293886460;Pathomphong;;Bueng Kum;13.81046;100.65612;Private room;600;1;0;;;1;365;0;
39104934;Rental unit in Khet Phaya Thai ;0;3;0;7;228012667;Team Midas;;Phaya Thai;13.76547;100.54557;Entire home/apt;4156;1;0;;;17;358;0;
38809267;Serviced apartment in Khet Phaya Thai ;4.84 ;1;1;1;289023695;Phisit;;Phaya Thai;13.77415;100.53208;Private room;678;1;31;21-02-2020;0.61;11;299;0;
39107087;Rental unit in กรุงเทพมหานคร ;4.83 ;1;1;1;47386382;Pimsurang;;Huai Khwang;13.74994;100.57367;Entire home/apt;800;5;6;08-04-2023;0.12;1;171;4;
38810647;Rental unit in Sathon ;4.20 ;1;1;1;202672789;Piphat;;Sathon;13.720209;100.548195;Private room;1329;1;5;02-02-2020;0.10;26;364;0;
39119966;Home in Khet Bang Khae ;0;1;1;1;299981737;Piyabutr;;Bang Khae;13.69835;100.41554;Private room;400;1;0;;;1;0;0;
38825304;Rental unit in Khet Huai Khwang ;4.93 ;2;2;2;201677068;Curry;;Huai Khwang;13.77136;100.5784;Entire home/apt;1663;28;15;17-03-2020;0.30;230;349;0;
39120818;Home in Khet Samphanthawong ;0;1;2;9.5  ;276861115;Songwad;;Samphanthawong;13.73882;100.50571;Shared room;776;1;0;;;3;0;0;
39124512;Boutique hotel in Khet Phaya Thai ;0;1;0;4;300014755;Najchar;;Phaya Thai;13.79486;100.55428;Private room;3000;1;0;;;1;181;0;
39284477;Townhouse in Khet Khlong San ;4.67 ;2;3;1.5  ;231215655;Pimyakarn;;Khlong San;13.72641;100.51055;Private room;1939;1;3;14-01-2020;0.06;4;0;0;
39287329;Rental unit in Khet Phra Khanong ;4.61 ;1;3;1;49132583;Weeraphong;;Phra Khanong;13.69078;100.61615;Entire home/apt;970;10;31;31-10-2023;0.62;3;124;2;
39124560;Townhouse in Khet Chatuchak ;0;1;1;2;264918064;Panda Funny;;Chatu Chak;13.8403;100.57956;Private room;500;1;0;;;2;0;0;
39291094;Condo in Bangkok ;4.65 ;1;1;1;144585754;Akkaranand;;Khlong Toei;13.70657;100.59712;Entire home/apt;969;2;20;10-12-2023;0.40;1;330;15;
38840206;Condo in Bangkok ;4.83 ;1;2;1;297364010;Music;;Bang Khen;13.89126;100.60762;Private room;610;2;24;01-11-2023;0.47;1;307;7;
39124822;Rental unit in Khet Ratchathewi ;4.71 ;1;2;1.5 ;51192901;Dylan;;Ratchathewi;13.74899;100.556;Entire home/apt;4758;6;7;29-12-2021;0.14;14;0;0;
39125354;Townhouse in Khet Chatuchak ;0;1;0;0;264918064;Panda Funny;;Chatu Chak;13.84364;100.57809;Shared room;1000;1;0;;;2;0;0;
39292193;Rental unit in Khet Ratchathewi ;0;2;2;2;301650941;Potato;;Ratchathewi;13.75007;100.54237;Entire home/apt;4116;3;0;;;3;87;0;
39126544;Condo in Huaykwang ;4.93 ;0;1;1;26403351;Pong;;Huai Khwang;13.74977;100.59842;Private room;714;8;28;03-12-2023;0.55;4;325;13;
39292922;Rental unit in Khet Khlong Toei ;4.70 ;1;2;1.5 ;164627457;M;;Khlong Toei;13.73787;100.55459;Entire home/apt;1605;1;30;03-10-2022;0.59;9;358;0;
39129140;Rental unit in Khet Suan Luang ;0;1;1;1;228866418;Ko Teerasak;;Suanluang;13.74565228;100.6323994;Private room;999;1;0;;;8;365;0;
38855486;Hostel in Khet Suan Luang ;0;1;0;10;296214826;Patpimol;;Suanluang;13.71548;100.63969;Shared room;350;1;1;21-04-2023;0.12;2;180;1;
39139280;Rental unit in Khet Khlong Toei ;0;2;2;4.5 ;5068603;Dean;;Khlong Toei;13.71978;100.57732;Entire home/apt;10000;7;0;;;2;147;0;
39139589;Rental unit in Khet Phra Khanong ;0;1;1;1;300216650;Waewta;;Phra Khanong;13.69075;100.6037;Private room;1000;10;0;;;1;0;0;
38855787;Home in Khet Don Mueang ;4.60 ;1;0;8;26205111;Kru;;Don Mueang;13.93348;100.60177;Shared room;380;1;5;05-06-2023;0.10;2;360;3;
38857641;Rental unit in Khet Khlong Toei ;4.57 ;1;1;1;128943709;Rain;;Khlong Toei;13.70424;100.59581;Entire home/apt;1500;21;7;09-09-2022;0.14;37;149;0;
38859301;Rental unit in Khet Khlong Toei ;4.43 ;1;1;1;128943709;Rain;;Khlong Toei;13.70343;100.5952;Entire home/apt;1500;21;14;04-11-2023;0.28;37;134;3;
38864666;Rental unit in Khet Khlong Toei ;4.89 ;1;1;1;296659086;Summer;;Khlong Toei;13.72602;100.5673;Entire home/apt;1399;30;61;24-09-2023;1.18;21;164;27;
39297640;Rental unit in Krung Thep Maha Nakhon ;0;0;1;1.5 ;284549024;LuYa;;Vadhana;13.74722;100.56083;Entire home/apt;2288;3;0;;;3;365;0;
39139655;Rental unit in Khet Bangkok Noi ;0;1;1;1;300215350;Kirk;;Bangkok Noi;13.75424;100.48402;Shared room;874;4;0;;;1;0;0;
39301909;Townhouse in Bang Rak ;4.81 ;3;0;4;298779338;Stella;;Bang Rak;13.7197;100.51678;Entire home/apt;2543;1;149;12-12-2023;2.96;11;296;68;
39141668;Rental unit in Khet Huai Khwang ;0;1;1;1;300228370;Ferdinand;;Huai Khwang;13.77383;100.57832;Shared room;713;6;0;;;1;0;0;
39309366;Home in Bangkok ;5.0 ;4;0;4;28809954;Sani;;Thon buri;13.71706;100.48447;Entire home/apt;6000;2;3;02-01-2020;0.06;4;273;0;
38864935;Rental unit in Khet Khlong Toei ;4.81 ;1;1;1;296659086;Summer;;Khlong Toei;13.72434;100.5659;Entire home/apt;1491;30;62;11-08-2023;1.20;21;77;24;
38869801;Rental unit in Khet Huai Khwang ;4.90 ;1;1;1.5 ;297537079;Nuttakakanang;;Huai Khwang;13.77933;100.57615;Entire home/apt;861;1;102;25-12-2023;1.98;1;159;58;
39142558;Rental unit in Khet Bang Sue ;0;1;2;1;164414378;Happy;;Bang Sue;13.82072;100.53793;Entire home/apt;660;30;1;05-12-2023;1;2;91;1;
39311765;Rental unit in Thailand  ;4.50 ;1;1;1.5 ;287988340;Best Center;;Rat Burana;13.67746;100.51911;Entire home/apt;656;180;4;03-12-2021;0.08;2;365;0;
39146122;Home in Khet Khlong San ;0;4;0;9;231215655;Pimyakarn;;Khlong San;13.72439;100.50964;Entire home/apt;7000;1;0;;;4;0;0;
39313686;Condo in Khet Khlong Toei ;0;1;1;1;298376340;Charged Up;;Khlong Toei;13.73377;100.5521;Entire home/apt;1212;1;1;19-10-2019;0.02;1;0;0;
39148133;Condo in Bangkok ;4.83 ;1;1;1.5 ;202687159;Steven;;Phra Khanong;13.69185;100.59954;Entire home/apt;990;1;12;02-12-2023;0.24;3;163;5;
38871182;Condo in Bangkok ;0;2;2;1;189436588;Thantharee;;Din Daeng;13.75693;100.56037;Entire home/apt;850;180;0;;;1;0;0;
38872104;Townhouse in Khet Watthana ;5.0 ;1;1;1;43556178;Yusuke;;Vadhana;13.74043;100.56464;Private room;370;14;3;23-10-2023;0.38;5;82;3;
39152659;Condo in Khet Khlong Toei ;0;1;1;1;231239852;Aimy;;Khlong Toei;13.71822;100.57601;Entire home/apt;1500;30;2;26-01-2020;0.04;24;174;0;
38881989;Home in Khet Bang Kapi ;0;1;1;1;297778096;ธนัฏฐ์;;Bang Kapi;13.7464;100.60623;Private room;600;1;0;;;1;0;0;
38882508;Condo in Khet Huai Khwang ;0;1;1;1;287826297;Suriphum;;Huai Khwang;13.77156;100.5744;Private room;399;30;0;;;1;358;0;
38882562;Rental unit in Khet Khlong Toei ;4.95 ;1;1;1;296659086;Summer;;Khlong Toei;13.72481;100.56534;Entire home/apt;1499;30;93;20-11-2023;1.80;21;77;33;
38882707;Hotel in Khet Khlong Toei ;0;1;1;1;378180502;Panitchaya;;Khlong Toei;13.73425;100.55727;Hotel room;4093;1;0;;;25;360;0;
38882831;Hotel in Khet Khlong Toei ;0;1;1;1;378180502;Panitchaya;;Khlong Toei;13.73441;100.55741;Hotel room;4376;1;0;;;25;360;0;
38882881;Hotel in Khet Khlong Toei ;0;1;1;1;378180502;Panitchaya;;Khlong Toei;13.73624;100.55893;Hotel room;4659;1;0;;;25;363;0;
38885999;Rental unit in Khet Huai Khwang ;4.93 ;1;1;1;201677068;Curry;;Huai Khwang;13.7734;100.57988;Entire home/apt;811;28;28;02-09-2023;0.54;230;361;2;
39157470;Condo in Krung Thep Maha Nakhon ;0;1;1;1;297403157;Kamolchanok;;Bang Kho laen;13.70068;100.49761;Private room;8900;1;1;01-01-2022;0.04;1;0;0;
39327387;Townhouse in Khet Sathon ;0;1;3;2;299225251;Gap;;Sathon;13.72149;100.54643;Private room;650;1;1;30-01-2020;0.02;3;1;0;
39328207;Townhouse in Khet Sathon ;0;1;3;2;299225251;Gap;;Sathon;13.72047;100.546;Private room;850;1;0;;;3;1;0;
39159745;Rental unit in Khet Watthana ;0;1;1;1;300399983;Hogan;;Vadhana;13.74442;100.55729;Shared room;873;4;0;;;1;0;0;
39334553;Rental unit in Bang Sue ;4.86 ;0;1;1;65709666;Pat;;Bang Sue;13.81959;100.53084;Private room;1050;1;7;20-12-2023;0.15;4;365;5;
38886295;Boutique hotel in Klongtoey-Nua Wattana  ;4.61 ;0;1;1;47940947;Saran;;Vadhana;13.73911;100.55988;Private room;3181;1;33;29-06-2023;0.64;2;0;6;
38896656;Home in Khet Nong Khaem ;0;1;1;1;231376821;Nattha;;Nong Khaem;13.70288;100.36236;Private room;;2;1;03-11-2019;0.02;1;0;0;
39160888;Rental unit in Krung Thep Maha Nakhon ;4.92 ;2;0;4;212906419;Supapen;;Huai Khwang;13.78969;100.57845;Entire home/apt;2109;2;88;04-12-2023;1.72;2;131;38;
39335006;Condo in Khet Khlong Toei ;4.50 ;1;2;1;219048748;Kay;;Khlong Toei;13.71838;100.5752;Entire home/apt;971;28;82;26-06-2023;1.61;6;339;12;
39161923;Condo in Khet Suan Luang ;0;1;1;1;230108404;Ruicong;;Vadhana;13.7104;100.60302;Private room;1000;3;0;;;1;0;0;
39164690;Townhouse in 曼�;4.93 ;3;0;4;123394446;Tina;;Bueng Kum;13.83041;100.64013;Entire home/apt;;1;30;25-01-2021;0.58;4;0;0;
39337266;Condo in Khet Phra Khanong ;0;0;1;1;69604357;Joy;;Phra Khanong;13.68476;100.60269;Entire home/apt;3775;1;0;;;1;0;0;
39344177;Bed and breakfast in Khet Pom Prap Sattru Phai ;0;3;1;1;25895241;Tantai;;Pom Prap Sattru Phai;13.75653;100.50642;Private room;2000;1;0;;;2;173;0;
38907855;Condo in Bangkok ;4.83 ;1;0;1;230425636;Pitchayamon;;Din Daeng;13.79955;100.57443;Entire home/apt;1260;28;12;14-09-2023;0.24;1;180;7;
39168485;Rental unit in กรุงเทพ ;0;0;1;1;300467904;Centric;;Bang Sue;13.83105;100.53367;Private room;1732;1;0;;;4;178;0;
38909304;Home in Khet Bang Kapi ;0;1;1;1;233943359;Kamolbhim;;Suanluang;13.74591;100.60444;Shared room;600;1;0;;;1;0;0;
38909406;Rental unit in Khet Khlong Toei ;0;2;1;1;58112323;Sfifty;;Khlong Toei;13.70412;100.59293;Private room;1300;3;0;;;1;0;0;
39169156;Rental unit in Khet Bang Sue ;0;0;1;1;300467904;Centric;;Bang Sue;13.8292;100.53282;Private room;1732;1;0;;;4;179;0;
39344803;Condo in Khet Don Mueang ;0;1;1;1;302219587;Sittichai;;Don Mueang;13.89245;100.58859;Entire home/apt;900;1;0;;;1;177;0;
39170858;Boutique hotel in Khet Khlong Toei ;4.71 ;1;1;1;238195812;Exostay;;Khlong Toei;13.7301;100.5637;Hotel room;800;1;7;06-03-2020;0.14;16;288;0;
39345683;Rental unit in Bangna ;4.87 ;1;1;1;302224694;Chaichan;;Bang Na;13.66327;100.62545;Private room;1028;1;15;17-09-2023;0.30;13;329;7;
39347263;Rental unit in Khet Khlong Toei ;4.82 ;1;2;1;108026474;Orathai;;Khlong Toei;13.73744;100.55409;Entire home/apt;1557;2;55;15-12-2023;1.10;5;110;26;
38915356;Condo in Khet Bang Rak ;0;2;2;2;27384165;Kian Nan;;Bang Rak;13.72203;100.52635;Entire home/apt;5000;180;0;;;1;0;0;
39176867;Condo in Krungthonburi  ;0;1;2;1;110372308;Siriwan;;Bangkok Yai;13.72222;100.47613;Entire home/apt;5000;30;2;31-01-2020;0.04;1;91;0;
38916295;Rental unit in Khet Ratchathewi ;4.58 ;1;1;1;201677068;Curry;;Ratchathewi;13.75099;100.55511;Entire home/apt;2119;3;53;09-12-2023;1.03;230;363;24;
38936859;Hotel in Watthana ;0;1;1;1;378180502;Panitchaya;;Khlong Toei;13.73763;100.55635;Hotel room;4230;1;0;;;25;361;0;
38936904;Hotel in Watthana ;0;1;1;1;378180502;Panitchaya;;Khlong Toei;13.73776;100.55746;Hotel room;4513;1;0;;;25;361;0;
39347582;Rental unit in Bangkok ;4.74 ;2;2;2;299438510;Manoo House;;Ratchathewi;13.75493;100.53451;Entire home/apt;2421;1;19;07-09-2023;0.38;1;354;11;
39347834;Dome in Khet Samphanthawong ;0;1;0;20;302242975;Oad;;Samphanthawong;13.73979;100.50494;Shared room;8000;1;0;;;1;0;0;
39181669;Rental unit in Bangkok  ;5.0 ;1;1;1;93977794;Apasiri;;Khlong Toei;13.72258;100.56897;Private room;1800;1;3;02-03-2020;0.06;4;361;0;
39349515;Condo in Khet Ratchathewi ;4.64 ;2;2;1;201677068;Curry;;Ratchathewi;13.74896;100.55439;Entire home/apt;3686;2;25;23-10-2023;0.50;230;361;13;
39353057;Rental unit in Ratchathewi ;0;1;1;1;301650941;Potato;;Ratchathewi;13.75085;100.55667;Entire home/apt;1457;3;0;;;3;88;0;
39353280;Rental unit in Ratchathewi ;0;1;1;1;301650941;Potato;;Ratchathewi;13.74859;100.555;Entire home/apt;1457;3;0;;;3;88;0;
39357342;Rental unit in Bangkok ;4.47 ;1;1;1;297870836;Sarawin;;Pra Wet;13.69253;100.64397;Private room;904;1;36;12-12-2023;0.70;4;365;21;
39358222;Condo in Bangkok  ;0;3;3;2;302314195;Chalermphon;;Vadhana;13.72519;100.58379;Entire home/apt;;1;0;;;1;0;0;
38937084;Condo in Bangkok ;0;1;1;1;298230238;Pranee;;Parthum Wan;13.73919;100.53966;Private room;1200;30;1;03-10-2019;0.02;1;173;0;
38937699;Home in Bangkok ;4.50 ;3;0;5;44469314;Seevanun;;Khlong Toei;13.72821;100.56141;Entire home/apt;10000;1;6;01-03-2020;0.12;1;28;0;
39182253;Rental unit in Khet Yan Nawa ;0;1;1;1;300651587;Miriam;;Yan na wa;13.70182;100.54643;Shared room;715;6;0;;;1;0;0;
38937710;Hotel in Watthana ;0;1;1;1;378180502;Panitchaya;;Khlong Toei;13.73559;100.55748;Hotel room;5268;1;0;;;25;332;0;
38938700;Townhouse in Khet Huai Khwang ;0;1;1;0;295283523;Nuttchamont;;Huai Khwang;13.79014;100.5816;Private room;900;2;0;;;2;178;0;
39369062;Condo in Krung Thep Maha Nakhon ;0;0;1;1;281796670;Hanna;;Huai Khwang;13.7818;100.5791;Entire home/apt;700;30;0;;;2;329;0;
39369076;Boutique hotel in Khet Khlong Toei ;0;0;1;1;238195812;Exostay;;Khlong Toei;13.73002;100.56217;Private room;650;1;1;29-06-2020;0.02;16;326;0;
39370359;Rental unit in Khet Bang Sue ;0;0;1;1;300467904;Centric;;Bang Sue;13.83077;100.53596;Private room;1385;1;0;;;4;179;0;
39184195;Rental unit in Khet Phra Nakhon ;0;1;1;1;300665554;Una;;Phra Nakhon;13.75474;100.49675;Shared room;889;4;0;;;1;0;0;
38938717;Rental unit in Khet Khlong Toei ;4.93 ;1;1;1;296659086;Summer;;Khlong Toei;13.72651;100.5656;Entire home/apt;1453;30;72;12-09-2023;1.39;21;78;35;
39190391;Serviced apartment in Khet Watthana ;0;0;1;1;270442733;Suparat;;Vadhana;13.74704;100.56071;Hotel room;10000;1;0;;;51;364;0;
39196420;Condo in Bangkok  ;5.0 ;1;1;1;213964108;Ravin;;Ratchathewi;13.75157;100.55501;Entire home/apt;1036;28;18;01-12-2023;0.36;1;43;9;
38960271;Rental unit in Pathum Wan District ;4.85 ;1;2;1;1295674;Aor;;Parthum Wan;13.748372;100.528633;Entire home/apt;2505;30;20;28-04-2023;0.40;2;264;2;
39199601;Rental unit in Khet Watthana ;4.64 ;1;1;1;161569110;Kwanluck;;Vadhana;13.7369;100.57387;Entire home/apt;1000;4;22;13-12-2023;0.45;1;61;10;
38963222;Rental unit in Khet Khlong Toei ;0;1;1;1;80909995;Phatsada;;Khlong Toei;13.70292;100.59292;Private room;1150;3;0;;;2;180;0;
38963697;Rental unit in Khet Khlong Toei ;0;1;1;1;80909995;Phatsada;;Khlong Toei;13.70335;100.59292;Private room;1300;3;0;;;2;178;0;
38966890;Aparthotel in Krung Thep Maha Nakhon ;0;1;2;1;226619920;Tarinee;;Bang Rak;13.72252;100.52297;Private room;1157;1;0;;;6;82;0;
38987303;Boutique hotel in Khet Bang Kapi ;4.36 ;1;1;1;81610479;Tanawat;;Bang Kapi;13.75129604;100.6181488;Private room;537;1;11;09-12-2023;0.21;3;197;5;
39370935;Rental unit in Khet Huai Khwang ;4.36 ;1;1;1;44246035;DangDang;;Din Daeng;13.76315;100.5659;Entire home/apt;1900;30;11;03-04-2023;0.22;2;174;2;
39371083;Condo in Khet Watthana ;4.78 ;3;3;3.5 ;37194944;Darren;;Vadhana;13.74419;100.55698;Entire home/apt;8714;2;78;15-12-2023;1.55;10;329;35;
39371524;Townhouse in Bangkok ;4.75 ;1;2;1;297870836;Sarawin;;Pra Wet;13.693785;100.643198;Private room;1487;1;12;04-12-2023;0.23;4;363;5;
39372504;Hotel in Khet Huai Khwang ;0;1;0;4;290303592;Arachaporn;;Huai Khwang;13.77681;100.57647;Private room;1599;1;0;;;3;361;0;
39205023;Rental unit in Khet Ratchathewi ;4.65 ;1;1;1;201677068;Curry;;Ratchathewi;13.75085;100.55619;Entire home/apt;2649;3;20;26-10-2023;0.39;230;363;11;
39375348;Rental unit in Phyathai ;4.85 ;2;3;2;152938941;Ace;;Ratchathewi;13.75482;100.53521;Entire home/apt;1871;3;112;16-12-2023;2.20;4;131;48;
39207692;Condo in Khet Bangkok Noi ;4.69 ;1;1;1;3557636;Jan;;Bang Phlat;13.78131;100.47571;Entire home/apt;843;60;13;09-01-2023;0.25;1;300;1;
39379482;Rental unit in Khet Khlong Toei ;4.87 ;1;1;1;296659086;Summer;;Khlong Toei;13.72623;100.56701;Entire home/apt;1522;30;52;10-11-2023;1.03;21;78;31;
38993693;Rental unit in Khet Bang Kho Laem ;0;1;2;1.5 ;298778394;Natcha;;Bang Kho laen;13.70182;100.50626;Entire home/apt;2000;3;0;;;1;0;0;
39215178;Rental unit in Khet Bang Na ;0;1;1;1.5  ;300914295;Jesada;;Bang Na;13.66378;100.60589;Shared room;1200;1;0;;;2;181;0;
38999213;Condo in Bangkok ;0;1;1;1;43470509;Stella;;Huai Khwang;13.78264;100.57491;Entire home/apt;1100;2;0;;;1;364;0;
39382023;Loft in Khet Khlong Toei ;0;0;2;1;172461979;The HOME;;Khlong Toei;13.71363;100.59309;Entire home/apt;1800;1;0;;;1;363;0;
39383324;Condo in Khet Watthana ;4.86 ;1;1;1;62256771;Terry;;Vadhana;13.74324;100.55664;Entire home/apt;1817;5;14;14-09-2023;0.30;49;156;10;
39218287;Serviced apartment in Khet Watthana ;0;0;2;1;270442733;Suparat;;Vadhana;13.74749;100.56091;Hotel room;10000;1;0;;;51;364;0;
39385464;Home in Bangkok  ;0;2;3;1;273975262;Ruth;;Phra Nakhon;13.75322;100.50245;Private room;2146;1;0;;;1;0;0;
39012138;Rental unit in Khet Khlong Toei ;4.63 ;1;1;1;268042167;Mika;;Khlong Toei;13.70542;100.5942;Entire home/apt;1500;7;8;12-04-2023;0.16;4;118;1;
39218944;Serviced apartment in Khet Watthana ;0;1;1;1;270442733;Suparat;;Vadhana;13.74633;100.56273;Hotel room;10000;1;0;;;51;364;0;
39016249;Hostel in Khet Khlong San ;0;1;1;1;33800808;Sasithorn;;Khlong San;13.72443;100.4954;Private room;1393;999;1;01-11-2022;0.07;3;2;0;
39016260;Condo in เขตวัฒนา ;4.93 ;1;1;1;71579199;Betty;;Vadhana;13.74321;100.55734;Entire home/apt;3395;25;29;21-11-2023;0.57;1;114;7;
39396916;Rental unit in Khet Khlong Toei ;4.89 ;1;1;1;296659086;Summer;;Khlong Toei;13.72739;100.56608;Entire home/apt;1453;30;63;27-10-2023;1.29;21;174;34;
39396991;Rental unit in Khet Khlong Toei ;4.87 ;1;1;1;296659086;Summer;;Khlong Toei;13.72676;100.56702;Entire home/apt;1453;30;23;22-09-2023;0.46;21;167;10;
39397090;Rental unit in Khet Khlong Toei ;4.93 ;1;1;1;296659086;Summer;;Khlong Toei;13.7249;100.56597;Entire home/apt;1522;30;40;05-08-2023;0.80;21;167;21;
39219425;Serviced apartment in Khet Watthana ;0;1;2;1;270442733;Suparat;;Vadhana;13.74727;100.5627;Hotel room;10000;1;0;;;51;364;0;
39020187;Rental unit in Khet Pathum Wan ;4.91 ;4;0;6;14335043;Tan;;Parthum Wan;13.73831;100.51779;Entire home/apt;15059;1;55;06-12-2023;1.12;14;195;25;
39219841;Serviced apartment in Khet Watthana ;0;2;3;0;270442733;Suparat;;Vadhana;13.74598;100.56238;Hotel room;10000;1;0;;;51;364;0;
39220215;Townhouse in Khet Bang Sue ;4.50 ;4;0;4;72200559;Mum;;Bang Sue;13.80366;100.52226;Entire home/apt;1943;1;114;22-12-2023;2.27;3;289;46;
39034409;Condo in Krung Thep Maha Nakhon ;0;1;1;1;262121678;TH Travel;;Bangkok Yai;13.7294;100.48368;Private room;7999;15;1;04-10-2019;0.02;2;91;0;
39399112;Hotel in Khet Bang Rak ;0;1;1;1;64263937;Lebua Bangkok;;Bang Rak;13.721715;100.516922;Private room;7500;1;0;;;11;54;0;
39232681;Rental unit in Khet Watthana ;0;1;1;1;301146827;Egbert;;Vadhana;13.73381;100.59655;Shared room;799;5;0;;;1;0;0;
39404357;Home in ทุ่งครุ ;0;1;1;1;294487979;Chalunlin;;Thung khru;13.63364;100.50435;Private room;640;5;1;02-12-2019;0.02;1;0;0;
39404367;Hotel in Khet Watthana ;0;39;3;39;302560592;Pasn;;Vadhana;13.74338;100.55772;Private room;920;7;0;;;1;0;0;
39034956;Condo in Khet Nong Khaem ;0;1;1;1;262121678;TH Travel;;Bangkok Yai;13.7296;100.48377;Private room;6999;15;2;04-10-2019;0.04;2;90;0;
39232852;Rental unit in กรุงเทพมหานคร ;0;1;1;0;300487820;HydonApartment;;Khlong Toei;13.73448;100.55327;Entire home/apt;3000;1;0;;;1;0;0;
39036827;Home in Khet Khlong Toei ;4.58 ;1;2;1;207453281;Devyn;;Khlong Toei;13.70427;100.59986;Entire home/apt;888;1;26;25-11-2023;0.53;21;357;23;
39404478;Rental unit in Khet Rat Burana ;5.0 ;1;1;1;201677068;Curry;;Thung khru;13.65762;100.50122;Entire home/apt;875;28;5;19-12-2019;0.10;230;363;0;
39234543;Condo in Khet Pathum Wan ;4.88 ;2;2;2;30386490;N'Dee;;Parthum Wan;13.74368;100.54253;Entire home/apt;5786;3;95;18-12-2023;1.86;43;139;53;
39234585;Serviced apartment in Khet Khlong Toei ;0;0;1;1;270442733;Suparat;;Khlong Toei;13.73662;100.55271;Hotel room;10000;1;0;;;51;364;0;
39236229;Condo in Khet Ratchathewi ;4.43 ;2;2;1;201677068;Curry;;Ratchathewi;13.75057;100.5565;Entire home/apt;3686;2;14;04-09-2023;0.28;230;361;4;
39406154;Rental unit in Dindang ;4.65 ;1;2;1;179295136;Chieanchai;;Din Daeng;13.77153;100.57172;Entire home/apt;950;2;48;30-10-2023;0.99;38;342;27;
39237219;Boutique hotel in Khet Phra Nakhon ;5.0 ;0;1;1;13252114;Phranakorn;;Phra Nakhon;13.76856;100.50452;Private room;1200;1;3;02-02-2020;0.06;1;365;0;
39409372;Rental unit in Khet Bang Sue ;0;0;1;1;65709666;Pat;;Bang Sue;13.81714;100.52992;Private room;1050;1;1;20-11-2022;0.07;4;365;0;
39037537;Rental unit in Krung Thep Maha Nakhon ;0;1;0;1;153964804;Wong;;Huai Khwang;13.76726;100.58027;Private room;1000;5;0;;;1;0;0;
39039336;Condo in Khet Chatuchak ;0;1;1;1;81742662;Paul;;Chatu Chak;13.81026;100.58018;Private room;699;7;0;;;1;0;0;
39238335;Home in Din Daeng ;0;0;3;1;301187654;Tawtongtot;;Din Daeng;13.79315;100.5686;Entire home/apt;1499;1;0;;;1;179;0;
39041061;Rental unit in Khet Watthana ;4.90 ;2;2;2;149679142;Ngamjit;;Vadhana;13.73398;100.58168;Entire home/apt;16542;1;10;20-11-2023;0.20;6;365;5;
39041275;Condo in Khet Bang Na ;4.81 ;1;1;1;33648272;Jeenie;;Bang Na;13.66637;100.60313;Entire home/apt;659;28;36;01-12-2023;0.71;25;328;7;
39045085;Hostel in Khet Samphanthawong ;0;1;1;9.5  ;276861115;Songwad;;Samphanthawong;13.7388;100.50568;Shared room;388;1;0;;;3;0;0;
39050325;Townhouse in Khet Bang Khen ;0;1;1;1;299285410;Yuvatida;;Bang Khen;13.86151;100.61486;Private room;1212;2;0;;;1;90;0;
39409461;Rental unit in Khet Phra Nakhon ;4.68 ;1;0;4;302706011;Prae;;Phra Nakhon;13.75992;100.50313;Private room;1221;1;50;17-12-2023;1.01;10;332;17;
39423858;Home in Khet Phra Nakhon ;0;1;0;4;302821293;Warisara;;Phra Nakhon;13.75582;100.50094;Private room;1200;1;1;12-11-2019;0.02;6;328;0;
39425689;Serviced apartment in Khet Don Mueang ;0;3;0;4;302835728;Varalee;;Don Mueang;13.92734;100.59742;Private room;900;1;0;;;2;365;0;
39427751;Hostel in Khet Don Mueang ;0;5;0;5;302835728;Varalee;;Don Mueang;13.9269;100.59834;Private room;900;1;0;;;2;365;0;
39241040;Townhouse in Khet Sathon ;4.67 ;2;0;6;299225251;Gap;;Sathon;13.72149;100.54643;Entire home/apt;1500;1;3;24-01-2020;0.06;3;1;0;
39430081;Condo in Khet Ratchathewi ;4.69 ;2;2;1;201677068;Curry;;Ratchathewi;13.74956;100.55456;Entire home/apt;3686;2;42;29-11-2023;0.82;230;361;18;
39051382;Condo in Bangklo, Bangkolaem ;0;1;2;1.5 ;18238093;Bay;;Bang Kho laen;13.69998;100.51541;Private room;566;360;0;;;1;364;0;
39244335;Serviced apartment in Khet Khlong Toei ;0;0;1;1;270442733;Suparat;;Khlong Toei;13.73659;100.55233;Hotel room;10000;1;0;;;51;364;0;
39061408;Hotel in Khet Khlong Toei ;0;1;0;1;378180502;Panitchaya;;Khlong Toei;13.74007;100.55582;Hotel room;9999;1;0;;;25;1;0;
